"Date ID","Year","Month","Day","DOY","Temperature.C","Depth.cm","Volume.m3","Evaporation.cm","Precipitation.cm","total radiation","snow depth","temp.05","temp.15","temp.25","In.M.temp","Solar absorb"
19224,"2022","08","20",232,16.5722531545961,134.164688468526,421.490799663885,0.173068968125028,0.01,20288.6900593402,0,17.7643046176303,13.1483089019935,13.1483089019935,11.8961793268742,0.85
19225,"2022","08","21",233,16.4830486080226,134.001619500401,420.978503391595,0.110173141646578,0.09,24492.1064091665,0,17.867620470111,13.154956906461,13.154956906461,11.8884091193665,0.85
19226,"2022","08","22",234,16.2482557804157,140.849091163405,442.490470063751,0.11465163190227,0.22,15713.0920516031,0,17.9411299389321,13.1152718747664,13.1152718747664,11.8803756570633,0.85
19227,"2022","08","23",235,15.6617447490735,140.954439531502,442.821431723035,0.365555630805292,0.08,24236.3314139178,0,17.8654002335832,13.118300019329,13.118300019329,11.8720813204528,0.85
19228,"2022","08","24",236,15.1394527520243,140.668883900697,441.924332251106,0.265715051011653,0.04,18689.0887608697,0,17.7047955880229,13.1285333043969,13.1285333043969,11.863528567326,0.85
19229,"2022","08","25",237,14.782705617829,140.443168849685,441.215227505043,0.338178767062439,0,26947.7748597019,0,17.3594620554769,13.1425252069457,13.1425252069457,11.8547199320482,0.85
19230,"2022","08","26",238,14.3091618366657,140.104990082623,440.152807574839,0.218539342750429,0,17982.1422190218,0,16.8676041739254,13.1603266875929,13.1603266875929,11.8456580248082,0.85
19231,"2022","08","27",239,14.1999723767726,146.754095544523,461.041588446888,0.240868440194743,0,25664.2610032108,0,16.123228365726,13.1295291010839,13.1295291010839,11.8363455308446,0.85
19232,"2022","08","28",240,13.9490265187538,146.513227104328,460.28487792469,0.201005697746483,0,17266.2734464206,0,15.6253182576041,13.1396067937706,13.1396067937706,11.8267852096504,0.85
19233,"2022","08","29",241,13.9533280877918,146.312221406582,459.65339990132,0.138252239621061,0.95,13573.1010352193,0,15.2055036594102,13.1506124679053,13.1506124679053,11.8169798941552,0.85
19234,"2022","08","30",242,14.0712034436453,147.123969166961,462.203580701895,0.0971652995270174,0.32,19627.7258164822,0,14.8283038152824,13.1542666817394,13.1542666817394,11.8069324898854,0.85
19235,"2022","08","31",243,13.4215462522218,147.346803867434,462.903636559865,0.29771925514261,0.51,20191.5208120336,0,14.6051539390168,13.1594593210504,13.1594593210504,11.7966459741039,0.85
19236,"2022","09","01",244,13.9086989652301,154.426729416941,485.145878654161,0.239086748777105,0.06,38919.3311709343,0,14.0468190856116,13.226447815958,13.1148447053362,11.7861233949271,0.85
19237,"2022","09","02",245,13.8080438477884,154.247642668164,484.583261039848,0.187604158815431,0.17,19303.2806398907,0,13.8418640520372,13.2252125415524,13.1102140381136,11.7753678704226,0.85
19238,"2022","09","03",246,14.2444608391405,154.230038509349,484.527955943841,0,0.08,18239.2202285635,0,13.7851820485087,13.2170818533711,13.102851323483,11.7643825876842,0.85
19239,"2022","09","04",247,14.125776653957,154.310038509349,484.779283356128,0.0846618669251143,0.02,17384.6634555078,0,13.8629887373444,13.2053535226249,13.0929338553721,11.7531708018884,0.85
19240,"2022","09","05",248,14.1391584861343,154.245376642424,484.576142110029,0.230390106302224,0.07,35878.8184396507,0,14.0825975179172,13.192022554817,13.0816585733392,11.7417358353292,0.85
19241,"2022","09","06",249,13.7533231824093,160.952631340772,505.647604196114,0.262949590141192,0.15,26235.2798180355,0,14.1447970346339,13.2285874524147,13.0262152238824,11.730081076434,0.85
19242,"2022","09","07",250,14.3864454744918,160.83968175063,505.292762593501,0.154851557408172,0.01,38729.7562313151,0,14.2192211975942,13.2115195701741,13.0072933223811,11.7182099787595,0.85
19243,"2022","09","08",251,14.1221988469526,160.694830193222,504.837698004886,0.238692174928022,0.56,24257.3690806294,0,14.2522649688696,13.1893325847939,12.9876110140302,11.7061260599679,0.85
19244,"2022","09","09",252,13.7195996898541,161.016138018294,505.847116307673,0.121219557872478,0.1,16133.9939720133,0,14.3840335908242,13.1619866768503,12.9648824654477,11.6938329007854,0.85
19245,"2022","09","10",253,13.5810913612685,160.994918460422,505.780453100549,0.372337815129827,0,42624.8031703176,0,14.407397749544,13.1372569872561,12.9436792918939,11.6813341439403,0.85
19246,"2022","09","11",254,13.4065589142576,167.490225449942,526.186061821637,0.320118032386224,0,28403.499026053,0,14.1846874591382,13.1535357472164,12.8868384788674,11.6686334930839,0.85
19247,"2022","09","12",255,13.0344678768755,167.170107417556,525.180381362811,0.281587242517919,0.49,14757.0055001433,0,13.9911340156006,13.1350488025154,12.8650920317972,11.6557347116932,0.85
19248,"2022","09","13",256,13.237377255864,167.378520175038,525.835129350631,0.361151946682338,0,31652.6180135643,0,13.7534425771318,13.109410535251,12.8411416719202,11.6426416219555,0.85
19249,"2022","09","14",257,13.4193070948081,167.017368228356,524.700537048104,0.0502150417322359,0,14660.066193487,0,13.5390352782161,13.0888298122251,12.8211403253953,11.6293581036358,0.85
19250,"2022","09","15",258,13.4239789754841,166.967153186624,524.542781841898,0.0179218120510962,0,14210.7676779514,0,13.4403575078603,13.0660310648526,12.8005430756722,11.6158880929275,0.85
19251,"2022","09","16",259,12.8210724312098,173.816876179223,546.061821274573,0.287172407612888,0,14963.3257995041,0,13.2994623741952,13.0751862576283,12.7469465761571,11.6022355812852,0.85
19252,"2022","09","17",260,12.3333526167249,173.52970377161,545.159642548502,0.529664258916829,0,29811.9625253787,0,13.2475458713704,13.0595474466813,12.7270572877636,11.5884046142429,0.85
19253,"2022","09","18",261,12.9189966828379,173.000039512693,543.49565320382,0.220463505418358,0,34291.1468460173,0,12.8786509956905,13.0433288864542,12.7086614392696,11.5743992902145,0.85
19254,"2022","09","19",262,13.2187709519696,172.779576007275,542.803046674813,0.198841426834597,0,38151.2757626065,0,12.5591765335063,13.0230913022616,12.6896964235809,11.56022375928,0.85
19255,"2022","09","20",263,12.5740604237834,172.58073458044,542.17836790904,0.215100193354975,0.03,16511.9360030035,0,12.63991341979,13.0020180139632,12.6711230466065,11.5458822219549,0.85
19256,"2022","09","21",264,12.8549101686666,179.263279191735,563.172200967172,0.125634220485952,0,20306.0435255285,0,12.6203012905655,13.0051792628944,12.6219059824404,11.5313789279464,0.85
19257,"2022","09","22",265,12.7260429053678,179.137644971249,562.777509423054,0.251765587274654,0,20027.9216507906,0,12.516945435934,12.9856093912406,12.6020392612721,11.5167181748934,0.85
19258,"2022","09","23",266,13.2225117379646,178.885879383975,561.986564503645,0.129130560133399,0.01,24928.0886968948,0,12.516031233983,12.9653557787722,12.582512659448,11.5019043070935,0.85
19259,"2022","09","24",267,13.213489727919,178.766748823841,561.612304811112,0.123823331489151,0.05,18471.1609867717,0,12.5859739424528,12.9424127327505,12.5628178233108,11.4869417142154,0.85
19260,"2022","09","25",268,13.0693584696758,178.692925492352,561.380381975242,0.171024359633663,0.03,21955.3938690084,0,12.8084570101849,12.9180378682277,12.543104249261,11.4718348299984,0.85
19261,"2022","09","26",269,13.1378935676729,185.419545937369,582.512683348793,0.00657266966334865,1.03,13605.2227641519,0,12.9097155314798,12.9083954854363,12.4955977265682,11.4565881309382,0.85
19262,"2022","09","27",270,13.2513496352912,186.442973267705,585.727875131262,0.00153373694738041,0,17379.0748768835,0,13.0057277113068,12.8767049830343,12.4708274375882,11.4412061349608,0.85
19263,"2022","09","28",271,13.2377354555808,186.441439530758,585.723056754535,0.0648431909927464,0.01,14922.8928484354,0,13.1333237507514,12.8528597920113,12.4495814369954,11.4256934000836,0.85
19264,"2022","09","29",272,12.9913426243568,186.386596339765,585.550761788613,0.0266419965677495,0.05,10500.5094935137,0,13.2625825417056,12.8288873136245,12.4287955255383,11.4100545230647,0.85
19265,"2022","09","30",273,12.9830286456142,186.409954343198,585.624143120598,0.0768446955886735,0.02,16967.6827466626,0,13.3305267799898,12.8041905356837,12.4080100126238,11.394294138041,0.85
19266,"2022","10","01",274,12.6039243301625,193.220754452259,607.020902708295,0.140303838130556,0.02,10389.3290288427,0,13.244191884824,12.7320335072978,12.3625235491551,11.3784169151546,0.85
19267,"2022","10","02",275,12.9553518012509,193.100450614129,606.642957054225,0.103414322696983,0.03,20288.0074312405,0,13.1629930458312,12.7124102342758,12.342518281916,11.3624275591694,0.85
19268,"2022","10","03",276,12.6770613063345,193.027036291432,606.412319157372,0.142790278525216,0,10098.168249119,0,13.0387219681938,12.6931037537848,12.3221710484115,11.3463308080765,0.85
19269,"2022","10","04",277,12.6462719716648,192.884246012906,605.963730267353,0.072906017762036,0.04,9458.39822506287,0,12.9857204585537,12.6746417500755,12.3027263554027,11.3301314316907,0.85
19270,"2022","10","05",278,12.9489781903903,192.851339995144,605.860352963693,0.150478414543316,0.2,24908.5570143679,0,12.9108641896285,12.655958733104,12.283518226662,11.313834230237,0.85
19271,"2022","10","06",279,12.7251790342387,199.768506385251,627.591272078511,0.0383734511520744,0.95,9148.82810844034,0,12.8149146797223,12.6460630522573,12.2412908374322,11.2974440329277,0.85
19272,"2022","10","07",280,12.6410560302065,200.680132934099,630.455231347189,0.0938523914698928,0.25,11313.8237999339,0,12.9088582972441,12.6251403233014,12.2200016087516,11.2809656965321,0.85
19273,"2022","10","08",281,12.4773455803881,200.836280542629,630.945783527023,0.166218486176458,0,10871.043232524,0,12.8758928846098,12.6100103664256,12.2011133365079,11.2644041039369,0.85
19274,"2022","10","09",282,12.0796772183911,200.670062056453,630.42359275196,0.270335841593164,0.32,11600.6080873039,0,12.7662718162387,12.5971404732297,12.1839121757836,11.2477641626993,0.85
19275,"2022","10","10",283,11.9062253875472,200.71972621486,630.579617307158,0.148860299840202,0.41,9001.58816439368,0,12.5010092688001,12.5827287792675,12.1666593733023,11.2310508035932,0.85
19276,"2022","10","11",284,11.8004046931485,207.84851071967,652.975354336494,0.290472426476998,0,18094.2187620251,0,12.0807110369961,12.5742779167346,12.1276560850994,11.2142689791475,0.85
19277,"2022","10","12",285,11.1995844587519,207.558038293193,652.062808295404,0.245731441466987,0.01,8303.96299969148,0,11.7116812081673,12.5638467257887,12.1124715713586,11.197423662179,0.85
19278,"2022","10","13",286,11.1078851271917,207.322306851726,651.322236130671,0.278417087533324,0,11991.8233628593,0,11.3089671197972,12.5531319169004,12.0968646974167,11.1805198443186,0.85
19279,"2022","10","14",287,10.7187511800793,207.043889764192,650.447563053842,0.405378695031993,0,9379.97047325559,0,10.7632473111111,12.5424910577349,12.0819915732241,11.1635625345324,0.85
19280,"2022","10","15",288,10.5793123635361,206.638511069161,649.174028323608,0.25178322651082,0,10676.2724679748,0,10.2092775804404,12.5321629322085,12.0680312047307,11.1465567576372,0.85
