VSTATION,NR,DATUM,DAGNR,OBS,XTEMP,LTEMP,HTEMP,XGR,LGR,HGR,XHUM,LHUM,HHUM,NED,NEDA,XVH,XVR,SOLIN,GRD0,GRD3,GRD5,GRD7,GRD8,GRD10,BLFUKT,MT05,MT10,MT20,MT50,OBST,OBSR,OBSS,SNOW
Lilla Böslid (Lantmet),20949,20210210,41,96,-5.8,-8.3,-2.3,,,,78.3,69.4,83.9,0,46.8,2.1,41,0.2,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210211,42,96,-7.4,-13.6,-3.4,,,,76.8,59.1,88,0,46.8,0.8,46,0.1,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210212,43,96,-9.7,-16.9,-2.9,,,,82.6,70.7,91.4,0,46.8,0.1,356,0.7,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210213,44,96,-8.9,-16.3,-0.7,,,,85.5,64.5,95,0,46.8,0.1,357,0.8,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210214,45,96,-8.5,-15.6,-0.2,,,,94.8,90.8,99.5,0.2,47,0.1,3,0.1,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210215,46,96,-4.2,-12.4,0,,,,81.5,69.1,96.9,0,47,1.9,133,0.1,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210216,47,96,-0.7,-1.2,-0.2,,,,88.9,80.3,98.5,0,47,2.3,144,0.1,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210217,48,96,0,-0.9,1,,,,96.4,90.7,100,3.4,50.4,5.9,122,0.1,34,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210218,49,96,0.7,-0.6,1.7,,,,95.1,91.7,99.9,2,52.4,7,136,0.1,35,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210219,50,96,1.6,0.5,2.4,,,,99.8,98.7,100,3,55.4,2.3,190,0.1,36,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210220,51,96,3.2,1,5.7,,,,94,87.2,99.9,0,55.4,1.3,145,1.3,40,6,0,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210221,52,96,4.1,1.9,7.6,,,,95.4,89.8,99.6,0,55.4,0.6,138,3.3,44,8,1,0,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210222,53,96,5.3,0.5,12.6,,,,90.4,72.5,99.9,0,55.4,1.2,130,4,49,10,2,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210223,54,96,4.8,2.4,8.7,,,,94.8,76.4,100,0,55.4,1.1,211,1.1,54,12,3,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210224,55,96,7.3,4.5,9.1,,,,93.1,85.5,100,0,55.4,3.9,220,4.2,61,16,5,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210225,56,96,6,2.4,9.3,,,,92.8,85.3,99.9,0,55.4,3.5,239,3.3,67,20,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210226,57,96,3.5,-0.5,6.4,,,,96.2,89.3,99.9,0,55.4,3.2,284,6,71,20,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210227,58,96,0.5,-3.4,4.1,,,,99,93.4,100,0,55.4,0.7,297,5.9,72,20,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210228,59,96,1.9,-1,3.1,,,,99.9,99.9,100,0,55.4,0.2,293,2.5,74,20,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210301,60,96,1.7,-1.8,3.7,,,,99.9,99.9,100,0.2,55.6,1.6,257,2.4,76,20,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210302,61,96,2.2,1.1,3.3,,,,99.9,99.7,100,0,55.6,0.9,291,1.5,78,20,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210303,62,96,0.2,-0.6,1.8,,,,100,99.9,100,0,55.6,0.3,273,1.8,78,20,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210304,63,96,1.7,-3.8,5.7,,,,78.5,48.7,99.9,0,55.6,1.1,357,7,80,21,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210305,64,96,-1.4,-6.7,4,,,,83.1,61.7,98.4,0,55.6,1.3,333,7.9,81,21,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210306,65,96,2.1,-4.4,4.6,,,,93.4,86.7,99.9,0,55.6,4.7,270,6.3,84,21,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210307,66,96,2.8,-4.1,6,,,,65.5,32,95.3,0,55.6,3.1,342,7.4,87,22,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210308,67,96,-2.2,-7.4,2.2,,,,77.4,61.2,97.1,0,55.6,0.8,323,8.1,87,22,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210309,68,96,-1.9,-7.3,2.7,,,,88.7,73.2,98.1,0,55.6,0.7,180,6.8,88,22,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210310,69,96,0.9,-2.5,5,,,,77.6,48.6,97.8,0,55.6,3.3,142,5.4,89,22,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210311,70,96,2.8,0.2,6.1,,,,93.5,61.2,100,9.4,65,6.5,178,1.4,92,23,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210312,71,96,4,3.5,5,,,,95.8,90.8,99.4,0,65,4.8,246,2.9,96,24,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210313,72,96,3.5,2,6,,,,96.5,84.9,100,5,70,3.1,182,3.1,100,25,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210314,73,96,3,0.8,6.1,,,,97.6,88.3,100,0.2,70.2,2.1,295,5.4,103,25,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210315,74,96,4,-0.3,8.7,,,,95.1,84.7,100,2.2,72.4,2.1,283,3.9,107,27,7,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210316,75,96,2.1,-1.2,7.6,,,,91.8,74.7,99.5,0,72.4,0.7,360,7.4,109,27,8,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210317,76,96,2.3,-1.7,7.7,,,,88.3,69.9,100,0.2,72.6,0.6,6,7.7,111,28,8,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210318,77,96,0.8,-3.6,5.9,,,,83.2,63.8,95.1,0,72.6,1.3,356,7.7,113,29,8,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210319,78,96,0.7,-2.6,4.5,,,,63.4,32.7,90.9,0,72.6,1.8,37,10.4,114,29,8,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210320,79,96,2.4,-2.5,4.8,,,,90.2,65.6,100,0,72.6,4.1,263,1.9,117,29,8,1,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210321,80,96,4.7,-2.2,9.6,,,,67.3,34.8,99.9,0,72.6,2.8,349,10.4,122,31,9,2,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210322,81,96,1.9,-5,6.3,,,,92.5,83.9,99.2,0,72.6,1.8,296,8.9,125,32,9,2,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210323,82,96,4.7,4.1,5.4,,,,96.4,92.1,100,0,72.6,1.2,261,2.2,129,34,9,2,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210324,83,96,5.6,4,6.8,,,,92.6,89.2,99.1,0.4,73,3.7,248,3.4,135,37,10,2,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210325,84,96,5.9,3.5,8.3,,,,93.6,78.6,100,2.4,75.4,2.4,242,8,141,40,11,2,0,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210326,85,96,7.9,3.8,11.4,,,,81.3,66,90.4,0,75.4,1.6,182,5.3,149,45,14,3,1,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210327,86,96,6,3.5,9.1,,,,91.4,76.8,99.3,0.2,75.6,4.7,212,1.5,155,48,15,4,1,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210328,87,96,5.6,4.2,7.7,,,,93.4,84.1,100,5.6,81.2,5.1,244,3.4,160,50,16,4,1,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210329,88,96,6.9,6.1,7.4,,,,100,99.9,100,7.2,88.4,4.8,243,1.8,167,54,18,4,1,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210330,89,96,7.7,5.5,9.9,,,,97.3,92.3,100,0,88.4,2.9,237,7,175,59,20,4,2,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210331,90,96,7.4,5,12.6,,,,93,65.3,100,0,88.4,1.1,253,2.7,182,63,23,5,2,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210401,91,96,6.5,2.3,11.8,,,,86.3,60.7,100,3.4,91.8,2.3,344,3,189,67,24,6,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210402,92,96,4.7,-1.4,11.5,,,,86.1,62,100,0,91.8,1.3,326,2.8,194,69,26,6,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210403,93,96,3.5,-2.1,9.1,,,,68.5,43.5,91.1,0,91.8,1.7,356,9.7,197,71,26,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210404,94,96,3.8,-3.2,6.7,,,,93,84.1,98.4,0,91.8,3.9,240,3,202,73,27,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210405,95,96,3.2,-1.7,5.7,,,,71.2,50.6,98.5,3.8,95.6,5.8,303,8.4,205,73,27,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210406,96,96,4.4,2.7,6.7,,,,67.7,59.4,83.3,0,95.6,4.1,295,11.4,209,75,27,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210407,97,96,5,1.8,7.8,,,,83.6,69.6,93.9,0,95.6,3.8,297,12.3,214,77,28,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210408,98,96,2.8,-4,6.6,,,,84.8,62.3,99.9,2.2,97.8,4,284,8.6,218,78,28,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210409,99,96,5.8,3.8,8.4,,,,80.7,64.5,93.9,0.6,98.4,6.8,255,8.7,223,81,29,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210410,100,96,4.3,0,7.1,,,,79.1,74,91.8,0,98.4,4.5,261,12.2,228,82,29,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210411,101,96,2.4,-1.2,5.6,,,,93.1,77.5,99.9,6.8,105.2,3.6,115,1.5,230,83,29,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210412,102,96,5,3.3,7.6,,,,83.2,72,99.9,0.2,105.4,5.2,259,11,235,85,30,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210413,103,96,4.6,-0.4,7.2,,,,81.2,69.9,96.1,1.4,106.8,3.9,280,13.8,240,87,30,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210414,104,96,3.4,-3.8,8.7,,,,76.5,60.8,96.2,0,106.8,2.1,1,9.9,244,89,31,7,3,0,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210415,105,96,5.8,-1.6,12.9,,,,60,35.1,86.5,0,106.8,1.4,58,6.5,250,92,34,8,4,1,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210416,106,96,6.6,-2.9,14.4,,,,56.2,31.8,87.6,0,106.8,1.7,54,7.4,257,97,37,11,6,1,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210417,107,96,10.6,5.4,17.3,,,,49.3,39.6,58.7,0,106.8,1.9,54,5.1,267,105,43,14,9,3,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210418,108,96,11.3,2.7,20.2,,,,53.5,32.3,74,0,106.8,1.6,87,11.7,279,113,49,19,13,6,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210419,109,96,11.6,2.9,19.9,,,,50,26,72.2,0,106.8,1.4,79,14.7,290,122,56,25,18,10,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210420,110,96,7.6,-1,14.5,,,,68.9,47.4,95.5,0,106.8,1.1,318,15.2,298,127,60,27,20,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210421,111,96,6.2,-0.3,9.7,,,,81.3,65.4,99.7,0,106.8,4.2,301,12.3,304,130,62,28,20,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210422,112,96,6.3,2.2,9,,,,58.5,40.5,76.9,0.2,107,4.6,329,10.2,310,134,63,28,20,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210423,113,96,4.8,-1.7,8.9,,,,61.2,42.1,86.8,0,107,2.6,336,16.4,315,136,65,29,20,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210424,114,96,3.2,-3.8,7.8,,,,63.6,49.2,85.1,0,107,2.7,338,16.3,319,138,65,29,20,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210425,115,96,4.1,-3.2,9.4,,,,57.1,35.3,82.2,0,107,2.1,350,12.4,323,140,66,29,20,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210426,116,96,3.8,-3.7,8.9,,,,64.5,47.4,88.9,0,107,2.2,337,15.2,328,142,67,29,20,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210427,117,96,3.4,-5.6,9.4,,,,67.3,49.5,89.6,0,107,1.5,324,16.6,332,145,69,30,21,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210428,118,96,6.7,-0.8,12.9,,,,62.4,42.7,86.7,0,107,1.1,308,10.7,339,149,72,31,21,11,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210429,119,96,8.2,0.6,15.4,,,,62.3,39.9,86.8,0,107,3.3,80,5.7,347,154,76,34,23,12,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210430,120,96,8.1,2.7,13.1,,,,62.2,44.7,81.4,0.2,107.2,3,345,12.9,355,159,79,36,25,13,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210501,121,96,8.2,2.6,12.7,,,,73.8,47.8,95,0.2,107.4,0.3,196,11.3,363,165,82,38,26,13,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210502,122,96,7.6,-1.1,14.5,,,,64.1,41.1,86,0,107.4,1.7,101,8.4,371,170,86,40,28,14,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210503,123,96,6.5,1.6,10,,,,82.6,68.7,94.1,0,107.4,2.2,257,11.7,377,173,88,41,28,14,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210504,124,96,6.1,1.8,8.2,,,,92.1,80.2,97,10.6,118,4.2,149,3.2,383,177,90,41,28,14,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210505,125,96,7.2,6.1,10.1,,,,93.7,85.9,98.6,4.4,122.4,2.3,231,7,391,181,92,41,28,14,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210506,126,96,5.9,4.6,8.1,,,,89,80.8,95.7,0.6,123,2.3,314,4.1,397,184,93,42,28,14,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210507,127,96,5.8,3,9.5,,,,84.9,65.9,99.2,1.6,124.6,1.5,18,8.4,402,186,94,42,28,14,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210508,128,96,7.1,3,10.6,,,,82.8,66.2,99.3,0.8,125.4,1.6,213,12.6,409,191,96,43,29,14,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210509,129,96,12.1,5.3,19.2,,,,82.2,66.2,99.4,6.4,131.8,4,164,11,422,200,104,48,34,17,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210510,130,96,16.8,11.2,25.1,,,,74.2,50,97.4,0,131.8,2.4,185,9.4,438,213,115,58,42,24,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210511,131,96,13.4,9.4,16.8,,,,88.1,76.7,100,2,133.8,1.4,355,3.9,452,224,124,64,48,28,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210512,132,96,12.9,10.2,17.6,,,,90.9,79.8,97.2,0,133.8,1.4,294,2.6,465,234,132,70,53,30,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210513,133,96,12.2,7.1,17.1,,,,94.3,86.8,100,0.8,134.6,0.6,299,1.3,477,243,139,75,57,33,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210514,134,96,12.4,5.8,18.4,,,,86.9,63.6,100,0.2,134.8,0.7,252,7.5,489,252,146,81,62,36,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210515,135,96,10,8.4,11.2,,,,94.1,85.9,100,4.8,139.6,2,234,1.9,499,259,151,84,64,36,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210516,136,96,10.7,7.3,16.4,,,,90.9,69.7,99.6,0.2,139.8,1.6,131,2,510,267,157,88,66,38,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210517,137,96,10.9,6.1,14.9,,,,90.1,76.6,100,0,139.8,0.4,214,5,521,275,163,92,69,39,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210518,138,96,9.9,3.3,14,,,,88.2,74.9,99.9,0,139.8,1,312,14.5,531,282,168,95,72,41,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210519,139,96,9.9,3.6,13.3,,,,85.1,74.7,99.9,0,139.8,2.2,305,1.1,541,289,173,98,75,42,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210520,140,96,10.3,8,12.3,,,,77.8,67.7,89.5,0.6,140.4,4,282,1.1,551,296,178,102,77,42,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210521,141,96,9.9,3.9,14.6,,,,88,75.6,98.9,7.6,148,0.5,147,4.7,561,303,183,105,79,43,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210522,142,96,11.8,8.6,16.2,,,,83.8,63.4,98.3,0.6,148.6,2.5,189,7.6,573,312,190,110,83,45,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210523,143,96,10.3,9.1,11.2,,,,89,70.2,98.7,4.8,153.4,5.2,244,0.2,583,319,195,113,85,46,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210524,144,96,12.3,5.3,18,,,,73.5,55.1,97.1,0,153.4,2.3,174,10,595,328,202,118,90,48,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210525,145,96,11.4,8.7,14.6,,,,88,76.3,99.8,12.6,166,2.8,137,0.7,606,337,209,123,93,50,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210526,146,96,10,8,13.4,,,,90.4,78,100,7,173,1.4,174,0.6,616,343,214,126,95,51,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210527,147,96,10.8,6.4,15.4,,,,86.2,64,100,1.2,174.2,0.2,76,0.8,627,351,219,129,98,52,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210528,148,96,10.6,3.4,16.1,,,,85.7,66.4,100,0,174.2,1.3,326,4.3,638,359,225,133,101,54,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210529,149,96,10.8,6.1,13.9,,,,92.7,84.1,100,0,174.2,1.7,310,15.3,649,367,231,137,104,55,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210530,150,96,13.7,4.5,19.9,,,,81.8,47.9,100,0,174.2,0.9,309,19.6,662,377,240,144,110,60,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210531,151,96,13.5,6.4,18.5,,,,90.3,75.5,100,0,174.2,1.2,290,17.1,676,388,248,151,116,64,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210601,152,96,14.7,9,21.5,,,,75.1,53.6,99.6,0,174.2,0.9,70,10.3,690,400,258,158,123,68,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210602,153,96,14.8,8.5,20.8,,,,72.8,47.7,93.4,0,174.2,2.7,114,5.2,705,411,268,166,129,73,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210603,154,96,17.4,9.1,24,,,,56.7,41.5,82.9,0,174.2,3.7,134,18.3,723,426,280,176,139,81,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210604,155,96,16.4,8.7,23,,,,71.9,57.8,87,0,174.2,0.9,49,17,739,439,291,186,147,87,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210605,156,96,17.2,7.9,24.1,,,,67.3,46.6,93.5,0,174.2,0.5,325,18.8,756,453,304,196,156,95,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210606,157,96,17.9,9.9,24,,,,72.7,46.9,99.3,0,174.2,1,328,18.3,774,468,316,207,166,102,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210607,158,96,15.6,9.1,21.2,,,,84.3,70.2,97.4,0.4,174.6,0.6,325,9.8,790,481,327,216,174,108,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210608,159,96,13.3,7.2,17.2,,,,89,78.8,100,0,174.6,0.8,309,8,803,491,335,222,179,112,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210609,160,96,15,7.7,19.1,,,,87.5,76.2,100,0,174.6,1,292,5.6,818,503,345,230,186,117,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210610,161,96,15.6,8.3,20.3,,,,87.1,74.7,100,0,174.6,0.6,297,6.8,834,516,356,238,194,123,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210611,162,96,17.7,11.3,20.7,,,,88.7,77.1,99.9,0,174.6,1.2,248,9.4,851,530,369,249,204,131,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210612,163,96,15.6,13,18.2,,,,76.4,62.5,93.3,0,174.6,5.3,300,9.6,867,543,379,258,211,136,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210613,164,96,14.9,12.3,17.7,,,,74.9,64.2,84.6,0,174.6,3.5,310,16.2,882,555,389,266,218,141,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210614,165,96,16.6,13.3,21.3,,,,84.8,69.7,99,0.8,175.4,3.2,262,5.7,898,568,401,275,227,148,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210615,166,96,14.7,11.8,17.7,,,,74.2,60.3,82.8,0,175.4,3.2,305,14,913,580,410,283,233,152,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210616,167,96,14.9,5.4,21.6,,,,77,60.1,99.5,0,175.4,0.2,275,14.6,928,592,420,291,240,158,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210617,168,96,20.5,8.6,29.5,,,,65.1,42.4,92.9,0,175.4,3.5,137,18.3,948,610,436,304,253,168,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210618,169,96,21.9,15.5,26.8,,,,75.9,64.1,98.1,0,175.4,2,263,20,970,628,453,319,267,180,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210619,170,96,22.5,17.3,29.3,,,,76.8,56.8,96.5,0,175.4,2.9,215,16.8,993,648,470,335,281,193,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210620,171,96,20.3,11.3,31.2,,,,83.1,48.4,100,0.6,176,2.4,169,14.7,1013,665,485,348,294,203,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210621,172,96,16.3,14.3,18.8,,,,85.8,83,91.8,1.4,177.4,0.5,322,0.9,1029,679,497,357,302,209,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210622,173,96,15.8,10.1,19.1,,,,82.2,71.8,94.1,0,177.4,0.8,294,14.2,1045,691,508,366,310,215,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210623,174,96,16,8.2,20.9,,,,86.2,75.9,100,0,177.4,1.4,300,18.7,1061,704,519,375,318,221,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210624,175,96,16.8,13.1,20.5,,,,77,54,95.7,0,177.4,1.3,307,13,1078,718,530,385,326,228,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210625,176,96,15.5,9.6,19.6,,,,82.4,63.7,99.6,0,177.4,1,323,11,1094,731,541,393,334,234,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210626,177,96,16.4,9.9,20.8,,,,84.8,69,100,0,177.4,1.3,329,12.1,1110,744,552,403,342,240,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210627,178,96,16,10.6,18.3,,,,87.4,78,97.4,0,177.4,0.3,295,1,1126,757,563,412,351,246,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210628,179,96,16.7,10.2,21.3,,,,77.1,50.6,99.9,0,177.4,0.7,271,14.9,1143,771,575,422,359,253,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210629,180,96,18,7.5,24.5,,,,68.8,44.2,99.1,0,177.4,0.3,320,19.8,1161,786,588,433,369,261,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210630,181,96,17.1,14.2,20.1,,,,92.9,80.8,98.8,8.8,186.2,0.5,71,0.5,1178,800,600,443,378,268,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210701,182,96,16.2,14.3,20.3,,,,93.1,73.5,100,7.4,193.6,0.9,41,4,1194,813,611,452,387,274,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210702,183,96,20.2,14.2,25.7,,,,89.3,67.6,100,1.2,194.8,0.7,69,9.6,1214,830,627,465,399,285,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210703,184,96,19.8,13.6,24.8,,,,85.8,68.4,100,0.6,195.4,0.9,3,16,1234,847,641,478,410,294,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210704,185,96,20.3,15,25.7,,,,85.8,66.1,99.9,0,195.4,1.1,121,11.3,1254,864,657,491,423,305,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210705,186,96,19.1,14.6,26.2,,,,90.3,60.1,100,14.8,210.2,1.1,137,5.8,1273,881,671,503,434,314,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210706,187,96,19.7,15.5,24.8,,,,87.1,67.4,100,4,214.2,1.9,166,4.7,1293,897,685,516,446,323,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210707,188,96,18.9,14.2,22.3,,,,82.2,65.6,100,0.2,214.4,0.6,218,6.8,1312,913,699,528,457,332,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210708,189,96,18.4,13.3,25.2,,,,86.8,64.4,99,8.8,223.2,0.3,132,6.8,1330,929,713,539,467,341,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210709,190,96,19.1,11.9,25.8,,,,84.7,58.8,100,0.8,224,0.1,41,4.1,1349,945,727,551,478,350,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210710,191,96,17.7,15.4,20.1,,,,94.4,84.5,100,30,254,1.3,317,0.3,1367,959,740,562,488,357,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210711,192,96,18,12.4,21.2,,,,76.4,64.1,97.3,0,254,1,266,13.8,1385,974,753,573,498,365,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210712,193,96,19.9,11.1,27.1,,,,79.4,53.9,100,0,254,0.7,96,8.4,1405,991,767,586,510,375,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210713,194,96,22.2,15,28.6,,,,79.1,57.1,96.7,0,254,1.4,96,14.5,1427,1010,785,601,524,388,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210714,195,96,24.3,16,31.4,,,,78.5,54.3,100,0,254,0.1,50,17.1,1452,1032,804,618,540,402,,,,,,,,,
Lilla Böslid (Lantmet),20949,20210715,196,96,23.1,15.8,28,,,,80.8,63.3,99.9,0,254,1.2,335,18,1475,1052,822,635,555,415,,,,,,,,,
