"","Year","Month","Day","DOY","temp0.5","temp1.5","temp2.5","Depth","depth0.5","depth1.5","depth2.5","temp.avg","Stemp10","Stemp50"
"381",2020,8,5,218,16.38,14.83875,14.84,1.01205252918288,0.5,1.01205252918288,1.01205252918288,15.8664583333333,15.5458333333333,13.825
"389",2020,8,6,219,16.41875,14.81125,14.81375,1.0218579766537,0.5,1.0218579766537,1.0218579766537,15.8833333333333,15.4416666666667,13.975
"397",2020,8,7,220,16.75875,14.77375,14.78625,1.03166342412451,0.5,1.03166342412451,1.03166342412451,16.0991666666667,14.8416666666667,13.9625
"405",2020,8,8,221,17.135,14.755,14.77875,1.04146887159533,0.5,1.04146887159533,1.04146887159533,16.345625,14.3458333333333,13.8583333333333
"413",2020,8,9,222,17.35875,14.765,14.78875,1.05127431906615,0.5,1.05127431906615,1.05127431906615,16.498125,15.2666666666667,13.8041666666667
"421",2020,8,10,223,16.635,14.785,14.80125,1.06107976653696,0.5,1.06107976653696,1.06107976653696,16.0210416666667,15.6458333333333,13.9125
"429",2020,8,11,224,15.70125,14.78,14.795,1.07088521400778,0.5,1.07088521400778,1.07088521400778,15.3966666666667,16.125,14.1
"437",2020,8,12,225,15.22,14.7075,14.725,1.0806906614786,0.5,1.0806906614786,1.0806906614786,15.0520833333333,16.1583333333333,14.2958333333333
"445",2020,8,13,226,15.80375,14.60125,14.61,1.09049610894942,0.5,1.09049610894942,1.09049610894942,15.404375,15.2083333333333,14.3125
"453",2020,8,14,227,16.57,14.505,14.5075,1.10030155642023,0.5,1.10030155642023,1.10030155642023,15.8820833333333,14.5708333333333,14.1208333333333
"461",2020,8,15,228,16.865,14.445,14.44625,1.11010700389105,0.5,1.11010700389105,1.11010700389105,16.0585416666667,14.8416666666667,13.95
"469",2020,8,16,229,17.0425,14.415,14.41875,1.11991245136187,0.5,1.11991245136187,1.11991245136187,16.1672916666667,15.4125,13.9916666666667
"477",2020,8,17,230,16.74625,14.40875,14.4125,1.12971789883269,0.5,1.12971789883269,1.12971789883269,15.9677083333333,15.8666666666667,14.1208333333333
"485",2020,8,18,231,17.52125,14.41375,14.4275,1.1395233463035,0.5,1.1395233463035,1.1395233463035,16.4877083333333,16.0166666666667,14.3
"493",2020,8,19,232,17.1025,14.42625,14.435,1.14932879377432,0.5,1.14932879377432,1.14932879377432,16.211875,16.1708333333333,14.4416666666667
"501",2020,8,20,233,16.80125,14.445,14.4625,1.15913424124514,0.5,1.15913424124514,1.15913424124514,16.01875,16.1083333333333,14.5375
"509",2020,8,21,234,16.8725,14.46625,14.485,1.16893968871595,0.5,1.16893968871595,1.16893968871595,16.0735416666667,16.4875,14.6041666666667
"517",2020,8,22,235,17.7625,14.48,14.49875,1.17874513618677,0.5,1.17874513618677,1.17874513618677,16.6714583333333,16.4166666666667,14.7958333333333
"525",2020,8,23,236,17.30375,14.49375,14.515,1.18855058365759,0.5,1.18855058365759,1.18855058365759,16.370625,16.0333333333333,14.8
"533",2020,8,24,237,16.5725,14.51,14.5325,1.1983560311284,0.5,1.1983560311284,1.1983560311284,15.88875,15.9666666666667,14.7625
"541",2020,8,25,238,15.8675,14.52625,14.54875,1.20850262949903,0.5,1.20850262949903,1.20850262949903,15.4241666666667,16.4541666666667,14.8
"549",2020,8,26,239,14.53,14.51375,14.54,1.22388020833333,0.5,1.22388020833333,1.22388020833333,14.5289583333333,15.8875,14.85
"557",2020,8,27,240,13.79,14.44875,14.46375,1.24096354166667,0.5,1.24096354166667,1.24096354166667,14.0120833333333,15.5166666666667,14.7708333333333
"565",2020,8,28,241,13.2325,14.31875,14.32,1.258046875,0.5,1.258046875,1.258046875,13.5947916666667,14.1375,14.5416666666667
"573",2020,8,29,242,12.995,14.15125,14.14375,1.27513020833333,0.5,1.27513020833333,1.27513020833333,13.3791666666667,13.25,14.1333333333333
"581",2020,8,30,243,13.3475,13.9875,13.96625,1.29221354166667,0.5,1.29221354166667,1.29221354166667,13.5572916666667,13.125,13.7791666666667
"589",2020,8,31,244,13.91375,13.84875,13.81875,1.309296875,0.5,1.309296875,1.309296875,13.8870833333333,13.1041666666667,13.5166666666667
"597",2020,9,1,245,14.0925,13.74,13.70625,1.32638020833333,0.5,1.32638020833333,1.32638020833333,13.969375,13.0708333333333,13.3666666666667
"605",2020,9,2,246,14.7325,13.6775,13.6225,1.34346354166667,0.5,1.34346354166667,1.34346354166667,14.3716666666667,13.55,13.2458333333333
"613",2020,9,3,247,14.76625,13.69625,13.58375,1.360546875,0.5,1.360546875,1.360546875,14.3908333333333,13.1583333333333,13.2625
"621",2020,9,4,248,15.1525,13.745,13.58,1.37763020833333,0.5,1.37763020833333,1.37763020833333,14.6558333333333,13.1041666666667,13.15
"629",2020,9,5,249,14.82125,13.78625,13.58,1.39471354166667,0.5,1.39471354166667,1.39471354166667,14.441875,12.4166666666667,13.0333333333333
"637",2020,9,6,250,13.97875,13.80375,13.58,1.411796875,0.5,1.411796875,1.411796875,13.883125,13.5541666666667,12.9291666666667
"645",2020,9,7,251,12.9825,13.81,13.57875,1.42888020833333,0.5,1.42888020833333,1.42888020833333,13.2197916666667,13.8958333333333,13.0875
"653",2020,9,8,252,12.82375,13.82125,13.5725,1.44596354166667,0.5,1.44596354166667,1.44596354166667,13.1147916666667,13.5708333333333,13.2
"661",2020,9,9,253,13.11875,13.78625,13.555,1.463046875,0.5,1.463046875,1.463046875,13.3027083333333,13.0541666666667,13.1458333333333
"669",2020,9,10,254,12.8675,13.7375,13.5325,1.48013020833333,0.5,1.48013020833333,1.48013020833333,13.1233333333333,12.5125,13.0083333333333
