"Date ID","Year","Month","Day","DOY","Temperature.C","Depth.cm","Volume.m3","Evaporation.cm","Precipitation.cm","total radiation","snow depth","temp.05","temp.15","temp.25","In.M.temp","Solar absorb"
19161,"2022","06","18",169,17.6636287842215,60,188.495559215388,0.115467249812559,0,67222.4723716436,0,12.8573956483169,12.0078673240284,12.0078673240284,11.8110913733954,0.85
19162,"2022","06","19",170,18.3479552848393,59.8845327501874,188.132808151646,0.378146025206227,0.01,85817.5744475495,0,12.9602709874231,12.1638938122683,12.1638938122683,11.8210396285806,0.85
19163,"2022","06","20",171,18.505912898555,59.5163867249812,186.97624330341,0.423187661898246,0,84445.7045565092,0,13.2400205078854,12.3456523640223,12.3456523640223,11.8307445920043,0.85
19164,"2022","06","21",172,18.0987024543863,59.093199063083,185.646760053701,0.673980776893696,0,92247.6093463768,0,13.4458141970657,12.6524230897566,12.6524230897566,11.8402033878765,0.85
19165,"2022","06","22",173,16.7468915980313,58.4192182861893,183.529386996351,0.528035930218482,0.01,63096.4095476252,0,13.9288011591295,13.0460080906564,13.0460080906564,11.8494132133518,0.85
19166,"2022","06","23",174,19.7397039447404,64.7688271606211,203.477271589434,0.158709095029106,0,75890.4776244459,0,14.8801041582299,13.228678815654,13.228678815654,11.8583713393602,0.85
19167,"2022","06","24",175,21.0156892155703,64.6101180655919,202.978672262433,0.365191239011788,0,90732.7300221712,0,15.0152255722867,13.4120320568225,13.4120320568225,11.8670751114155,0.85
19168,"2022","06","25",176,21.3900009414382,64.2449268265802,201.831390148798,0.440079621928876,0,87089.5846800259,0,14.9938338604632,13.5989196736073,13.5989196736073,11.8755219504023,0.85
19169,"2022","06","26",177,20.9652756313401,63.8048472046513,200.448839241552,0.689246210589361,0,89738.3854389626,0,15.473461537555,13.8815663105121,13.8815663105121,11.8837093533399,0.85
19170,"2022","06","27",178,20.3388345529718,63.1156009940619,198.28350840985,0.506775410381121,0,73931.1834485241,0,16.0540764273399,14.2773764148328,14.2773764148328,11.8916348941241,0.85
19171,"2022","06","28",179,19.66925833429,69.4764703883311,218.26676896933,0.487095342530876,0,59022.6962929171,0,16.8568184898847,14.420886633016,14.420886633016,11.8992962242461,0.85
19172,"2022","06","29",180,19.3792345647878,68.9893750458002,216.736513819637,0.339669047823168,0.39,49489.8269236405,0,17.1370039557704,14.6737263980181,14.6737263980181,11.9066910734884,0.85
19173,"2022","06","30",181,17.8458161077461,69.039705997977,216.894633169244,0.383400694846108,0.38,34342.7544090425,0,17.2672523949198,14.890116586092,14.890116586092,11.9138172505977,0.85
19174,"2022","07","01",182,17.3423050051604,69.0363053031309,216.883949571298,0.398429846495508,0.05,40658.1842717206,0,17.295572715499,15.0630634502866,15.0630634502866,11.9206726439338,0.85
19175,"2022","07","02",183,17.0034979323607,68.6878754566354,215.789324925256,0.249590596441635,0.2,51241.199493693,0,17.1934311767691,15.1888913535283,15.1888913535283,11.9272552220958,0.85
19176,"2022","07","03",184,16.7140659160655,75.5059296648441,237.208873937542,0.503358354413106,0,63628.7929957321,0,16.9651064301551,14.985166745583,14.985166745583,11.9335630345237,0.85
19177,"2022","07","04",185,16.5609749987082,75.002571310431,235.627527029194,0.192126721972344,0.59,33376.270427166,0,16.7768389092147,14.9433048880111,14.9433048880111,11.9395942120765,0.85
19178,"2022","07","05",186,16.4608720088498,75.4004445884586,236.877482796506,0.167116079134978,2.24,34285.6628543492,0,16.5500724756853,14.8704551523112,14.8704551523112,11.9453469675862,0.85
19179,"2022","07","06",187,15.2664514811933,77.4733285093236,243.38963969404,0.606306015426764,0.13,41623.7630059293,0,16.2551347111741,14.7442884511275,14.7442884511275,11.9508195963871,0.85
19180,"2022","07","07",188,15.1476242884567,76.9970224938969,241.893280215114,0.446849495189815,0.08,53856.734023983,0,16.1297392270102,14.6812787696288,14.6812787696288,11.9560104768212,0.85
19181,"2022","07","08",189,14.8864829125673,83.4978178033573,262.316131001806,0.29870393197256,0.49,42761.7932597028,0,15.8319814786929,14.455879452931,14.455879452931,11.9609180707187,0.85
19182,"2022","07","09",190,16.3479237191032,83.6891138713848,262.917105323782,0.314759113022408,0,78184.182327749,0,15.617829935657,14.3597045657634,14.3597045657634,11.9655409238535,0.85
19183,"2022","07","10",191,15.6749554198879,83.3743547583624,261.92826040666,0.208667043958017,0.23,32663.8693880542,0,15.4786475633124,14.2753772870325,14.2753772870325,11.9698776663745,0.85
19184,"2022","07","11",192,15.9565401400923,83.3956877144043,261.995279864641,0.207546911689498,0.19,40866.125429912,0,15.4957673858729,14.187784955633,14.187784955633,11.9739270132112,0.85
19185,"2022","07","12",193,16.3314737187968,83.3781408027148,261.940154615784,0.165481743822612,0.17,52250.367348745,0,15.522604074859,14.1167776614751,14.1167776614751,11.9776877644549,0.85
19186,"2022","07","13",194,16.3602977868831,90.2503038635425,283.529691601952,0.278481374854893,0.07,53515.0290222486,0,15.4521826618221,13.9470820810417,13.9470820810417,11.9811588057137,0.85
19187,"2022","07","14",195,16.1928566208193,90.0418224886876,282.874728046297,0.21824817194177,0.03,38095.3152956349,0,15.584178746359,13.897490996688,13.897490996688,11.9843391084433,0.85
19188,"2022","07","15",196,16.1051050124572,89.8535743167458,282.283328972273,0.244155064078396,0.05,40126.7647699891,0,15.7259511404441,13.8659455483876,13.8659455483876,11.9872277302512,0.85
19189,"2022","07","16",197,18.2792140400104,89.6594192526674,281.673372849307,0.0833449108556123,0.06,65520.7945811423,0,15.8283941744561,13.8519189763603,13.8519189763603,11.9898238151766,0.85
19190,"2022","07","17",198,17.7355804942174,89.6360743418118,281.600032648865,0.417743385768678,0,69365.1713918629,0,15.9431529942924,13.8487407612106,13.8487407612106,11.9921265939434,0.85
19191,"2022","07","18",199,17.8522196115855,96.0859757606934,301.862995562801,0.281368462887604,0.02,55279.6581085538,0,16.331107029121,13.757817604012,13.757817604012,11.9941353841885,0.85
